Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2203277202
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
5356000	-50.781249	370	0.000293	1	4	'0 0 Z 0 0 0 Z 0 0 0 0 0 0 Z 0 0 0 0 0 Z 	1.627814	1.627814	0.000000	1.627814	1.627814	1.627814	0.000000	1.627814	1.627814	1.627814	1.627814	1.627814	1.627814	0.000000	1.627814	1.627814	1.627814	1.627814	1.627814	0.000000	0.033612	0.137515	0.388985	0.305087	0.134800	
5357000	-50.159581	490	0.000293	1	5	'Z 0 Z 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 0 	0.000000	1.639676	0.000000	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	0.000000	1.639676	0.000000	1.639676	0.000000	1.639676	1.639676	0.033553	0.302952	0.406010	0.096815	0.160670	
5358000	-49.460979	660	0.000293	1	9	'Z 0 0 0 Z 0 0 0 0 0 Z Z 0 Z 0 Z Z Z 0 Z 	0.000000	2.399289	2.399289	2.399289	0.000000	2.399289	2.399289	2.399289	2.399289	2.399289	0.000000	0.000000	2.399289	0.000000	2.399289	0.000000	0.000000	0.000000	2.399289	0.000000	0.057544	0.353541	0.314808	0.191345	0.082761	
5359000	-50.843961	125	0.000293	1	7	'Z 0 0 0 Z Z 0 0 0 0 0 0 Z Z 0 Z 0 Z 0 0 	0.000000	1.871534	1.871534	1.871534	0.000000	0.000000	1.871534	1.871534	1.871534	1.871534	1.871534	1.871534	0.000000	0.000000	1.871534	0.000000	1.871534	0.000000	1.871534	1.871534	0.069778	0.128397	0.413877	0.134636	0.253312	
5360000	-50.605652	220	0.000182	1	7	'Z 0 0 Z 0 0 0 0 0 0 0 0 Z Z 0 Z 0 Z 0 Z 	0.000000	1.796806	1.796806	0.000000	1.796806	1.796806	1.796806	1.796806	1.796806	1.796806	1.796806	1.796806	0.000000	0.000000	1.796806	0.000000	1.796806	0.000000	1.796806	0.000000	0.030483	0.384036	0.477137	0.038326	0.070018	
5361000	-57.587867	409	0.000306	1	8	'0 0 0 0 0 Z Z Z Z 0 0 Z 0 Z 0 0 0 Z 0 Z 	2.524938	2.524938	2.524938	2.524938	2.524938	0.000000	0.000000	0.000000	0.000000	2.524938	2.524938	0.000000	2.524938	0.000000	2.524938	2.524938	2.524938	0.000000	2.524938	0.000000	0.035214	0.000149	0.138219	0.439180	0.387238	
5362000	-47.244505	994	0.000306	1	11	'Z Z 0 Z Z Z 0 Z 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	0.000000	0.000000	2.469512	0.000000	0.000000	0.000000	2.469512	0.000000	2.469512	2.469512	2.469512	0.000000	2.469512	0.000000	2.469512	2.469512	0.000000	0.000000	2.469512	0.000000	0.027961	0.074379	0.272325	0.320954	0.304381	
5363000	-47.915342	200	0.000306	1	6	'Z Z 0 Z 0 0 0 0 0 0 0 0 Z 0 0 Z 0 0 0 Z 	0.000000	0.000000	1.597003	0.000000	1.597003	1.597003	1.597003	1.597003	1.597003	1.597003	1.597003	1.597003	0.000000	1.597003	1.597003	0.000000	1.597003	1.597003	1.597003	0.000000	0.005460	0.236745	0.386879	0.174253	0.196662	
5364000	-50.381495	561	0.000306	1	11	'Z Z Z Z Z 0 0 Z 0 0 0 Z Z 0 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	2.170418	2.170418	0.000000	2.170418	2.170418	2.170418	0.000000	0.000000	2.170418	2.170418	0.000000	2.170418	0.000000	2.170418	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
5365000	-49.276579	966	0.000306	1	4	'Z 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 0 	0.000000	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	1.525998	0.000000	0.000000	0.000000	1.525998	1.525998	0.050679	0.221326	0.352065	0.215424	0.160505	
5366000	-50.655158	569	0.000306	1	7	'0 Z Z Z Z 0 Z 0 0 0 0 0 0 Z 0 Z 0 0 0 0 	1.719015	0.000000	0.000000	0.000000	0.000000	1.719015	0.000000	1.719015	1.719015	1.719015	1.719015	1.719015	1.719015	0.000000	1.719015	0.000000	1.719015	1.719015	1.719015	1.719015	0.005786	0.185453	0.381786	0.177199	0.249776	
5367000	-50.164650	56	0.000306	1	7	'0 Z Z 0 0 Z 0 Z 0 0 0 0 0 Z 0 0 0 Z 0 Z 	2.010924	0.000000	0.000000	2.010924	2.010924	0.000000	2.010924	0.000000	2.010924	2.010924	2.010924	2.010924	2.010924	0.000000	2.010924	2.010924	2.010924	0.000000	2.010924	0.000000	0.010912	0.070984	0.400415	0.313560	0.204129	
5368000	-52.143713	861	0.000306	1	4	'0 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 0 Z 0 0 0 0 	1.627814	1.627814	1.627814	1.627814	1.627814	1.627814	1.627814	1.627814	0.000000	1.627814	0.000000	1.627814	0.000000	1.627814	1.627814	0.000000	1.627814	1.627814	1.627814	1.627814	0.066629	0.230887	0.223161	0.235125	0.244197	
5369000	-51.385143	880	0.000306	1	3	'0 0 0 Z 0 0 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 	1.575875	1.575875	1.575875	0.000000	1.575875	1.575875	1.575875	0.000000	1.575875	1.575875	0.000000	1.575875	1.575875	1.575875	1.575875	1.575875	1.575875	1.575875	1.575875	1.575875	0.044391	0.156902	0.215986	0.314823	0.267898	
5370000	-56.525061	577	0.000306	1	11	'Z 0 Z 0 0 0 0 Z Z 0 Z Z 0 0 Z Z Z 0 Z Z 	0.000000	3.282010	0.000000	3.282010	3.282010	3.282010	3.282010	0.000000	0.000000	3.282010	0.000000	0.000000	3.282010	3.282010	0.000000	0.000000	0.000000	3.282010	0.000000	0.000000	0.067841	0.066166	0.029920	0.150306	0.685766	
5371000	-48.747536	543	0.000306	1	9	'Z Z Z 0 0 0 0 Z 0 0 Z 0 0 Z 0 Z Z 0 0 Z 	0.000000	0.000000	0.000000	2.138332	2.138332	2.138332	2.138332	0.000000	2.138332	2.138332	0.000000	2.138332	2.138332	0.000000	2.138332	0.000000	0.000000	2.138332	2.138332	0.000000	0.003465	0.280392	0.263219	0.266354	0.186571	
5372000	-48.588348	449	0.000306	1	9	'0 Z Z 0 Z 0 0 Z 0 0 Z 0 0 Z 0 Z 0 Z 0 Z 	2.290724	0.000000	0.000000	2.290724	0.000000	2.290724	2.290724	0.000000	2.290724	2.290724	0.000000	2.290724	2.290724	0.000000	2.290724	0.000000	2.290724	0.000000	2.290724	0.000000	0.035941	0.310198	0.270624	0.313409	0.069828	
5373000	-50.304856	495	0.000306	1	10	'Z 0 Z Z Z 0 Z Z 0 0 0 Z 0 Z 0 0 0 Z 0 Z 	0.000000	2.267637	0.000000	0.000000	0.000000	2.267637	0.000000	0.000000	2.267637	2.267637	2.267637	0.000000	2.267637	0.000000	2.267637	2.267637	2.267637	0.000000	2.267637	0.000000	0.006664	0.011832	0.202782	0.428504	0.350218	
5374000	-49.741970	376	0.000306	1	4	'0 Z 0 Z 0 0 0 0 0 0 0 0 Z 0 0 Z 0 0 0 0 	1.471657	0.000000	1.471657	0.000000	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	0.000000	1.471657	1.471657	0.000000	1.471657	1.471657	1.471657	1.471657	0.019247	0.221798	0.360776	0.143661	0.254518	
5375000	-50.023468	866	0.000285	1	10	'0 Z Z 0 0 0 Z 0 0 0 0 Z Z Z 0 Z Z 0 Z Z 	2.481618	0.000000	0.000000	2.481618	2.481618	2.481618	0.000000	2.481618	2.481618	2.481618	2.481618	0.000000	0.000000	0.000000	2.481618	0.000000	0.000000	2.481618	0.000000	0.000000	0.009653	0.260590	0.537934	0.165985	0.025837	
5376000	-48.766002	60	0.000285	1	8	'Z 0 Z 0 Z 0 0 0 0 0 0 Z Z Z 0 0 0 Z 0 Z 	0.000000	1.906780	0.000000	1.906780	0.000000	1.906780	1.906780	1.906780	1.906780	1.906780	1.906780	0.000000	0.000000	0.000000	1.906780	1.906780	1.906780	0.000000	1.906780	0.000000	0.027478	0.326938	0.336633	0.164557	0.144394	
5377000	-49.742533	504	0.000294	1	7	'0 Z Z Z 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 0 	1.892523	0.000000	0.000000	0.000000	1.892523	0.000000	1.892523	1.892523	1.892523	1.892523	1.892523	1.892523	1.892523	0.000000	1.892523	0.000000	1.892523	0.000000	1.892523	1.892523	0.005150	0.156366	0.459500	0.124291	0.254693	
5378000	-49.833475	1	0.000294	1	9	'Z Z 0 Z Z 0 Z 0 0 0 Z 0 0 Z 0 Z 0 Z 0 0 	0.000000	0.000000	2.133825	0.000000	0.000000	2.133825	0.000000	2.133825	2.133825	2.133825	0.000000	2.133825	2.133825	0.000000	2.133825	0.000000	2.133825	0.000000	2.133825	2.133825	0.017103	0.098963	0.218654	0.373508	0.291772	
5379000	-50.006472	824	0.000294	1	10	'Z Z Z Z 0 0 0 0 0 0 Z 0 Z Z 0 Z Z Z 0 0 	0.000000	0.000000	0.000000	0.000000	2.027027	2.027027	2.027027	2.027027	2.027027	2.027027	0.000000	2.027027	0.000000	0.000000	2.027027	0.000000	0.000000	0.000000	2.027027	2.027027	0.000000	0.388820	0.325036	0.117765	0.168379	
5380000	-48.536945	909	0.000294	1	7	'0 0 Z 0 0 0 0 0 0 0 Z Z 0 0 0 Z Z Z 0 Z 	2.131579	2.131579	0.000000	2.131579	2.131579	2.131579	2.131579	2.131579	2.131579	2.131579	0.000000	0.000000	2.131579	2.131579	2.131579	0.000000	0.000000	0.000000	2.131579	0.000000	0.031162	0.322297	0.143643	0.437119	0.065780	
5381000	-54.564733	492	0.000294	1	11	'Z 0 0 Z 0 0 0 0 Z 0 Z Z Z Z 0 Z 0 Z Z Z 	0.000000	2.991137	2.991137	0.000000	2.991137	2.991137	2.991137	2.991137	0.000000	2.991137	0.000000	0.000000	0.000000	0.000000	2.991137	0.000000	2.991137	0.000000	0.000000	0.000000	0.063338	0.321006	0.392151	0.201675	0.021830	
5382000	-49.110239	34	0.000294	1	7	'0 0 0 Z Z 0 0 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.688907	1.688907	1.688907	0.000000	0.000000	1.688907	1.688907	1.688907	1.688907	1.688907	1.688907	1.688907	0.000000	1.688907	1.688907	0.000000	0.000000	0.000000	1.688907	0.000000	0.100648	0.209938	0.403550	0.230482	0.055381	
5383000	-49.343502	796	0.000294	1	2	'0 0 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 0 0 Z 	1.422051	1.422051	1.422051	1.422051	1.422051	1.422051	1.422051	1.422051	1.422051	1.422051	1.422051	1.422051	0.000000	1.422051	1.422051	1.422051	1.422051	1.422051	1.422051	0.000000	0.055660	0.197360	0.347885	0.261004	0.138091	
5384000	-48.682554	363	0.000294	1	7	'Z 0 Z 0 Z 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	1.754766	0.000000	1.754766	0.000000	1.754766	1.754766	1.754766	1.754766	1.754766	1.754766	0.000000	1.754766	1.754766	1.754766	1.754766	0.000000	0.000000	1.754766	0.000000	0.034508	0.231393	0.359199	0.279331	0.095569	
5385000	-48.435703	147	0.000294	1	9	'Z 0 0 0 Z 0 0 0 0 0 Z Z 0 Z 0 Z Z Z 0 Z 	0.000000	2.399289	2.399289	2.399289	0.000000	2.399289	2.399289	2.399289	2.399289	2.399289	0.000000	0.000000	2.399289	0.000000	2.399289	0.000000	0.000000	0.000000	2.399289	0.000000	0.054500	0.329430	0.318038	0.215009	0.083023	
5386000	-50.660510	634	0.000294	1	7	'0 0 Z 0 Z 0 Z 0 0 0 0 Z 0 Z 0 0 Z Z 0 0 	1.871534	1.871534	0.000000	1.871534	0.000000	1.871534	0.000000	1.871534	1.871534	1.871534	1.871534	0.000000	1.871534	0.000000	1.871534	1.871534	0.000000	0.000000	1.871534	1.871534	0.062090	0.186477	0.297083	0.239813	0.214538	
5387000	-51.199553	74	0.000294	1	10	'0 Z Z Z Z 0 Z 0 0 0 Z 0 0 Z 0 Z 0 Z 0 Z 	2.362894	0.000000	0.000000	0.000000	0.000000	2.362894	0.000000	2.362894	2.362894	2.362894	0.000000	2.362894	2.362894	0.000000	2.362894	0.000000	2.362894	0.000000	2.362894	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
5388000	-50.432320	940	0.000294	1	8	'Z Z Z 0 Z Z 0 0 0 0 0 0 0 0 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	1.801601	0.000000	0.000000	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	1.801601	0.000000	0.000000	1.801601	0.000000	0.000743	0.087045	0.475720	0.333050	0.103441	
5389000	-50.967244	429	0.000170	1	5	'Z Z 0 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	1.641005	1.641005	1.641005	1.641005	1.641005	0.000000	1.641005	1.641005	1.641005	1.641005	1.641005	1.641005	1.641005	1.641005	1.641005	0.000000	1.641005	0.000000	0.009157	0.071617	0.441298	0.459336	0.018593	
5390000	-50.321413	82	0.000569	1	8	'0 Z 0 0 Z 0 Z 0 0 0 0 0 0 Z 0 Z Z Z 0 Z 	1.971762	0.000000	1.971762	1.971762	0.000000	1.971762	0.000000	1.971762	1.971762	1.971762	1.971762	1.971762	1.971762	0.000000	1.971762	0.000000	0.000000	0.000000	1.971762	0.000000	0.046010	0.196475	0.342664	0.251171	0.163680	
5391000	-54.664171	253	0.000569	1	12	'Z Z 0 Z 0 0 Z Z Z 0 0 0 Z Z 0 Z 0 Z Z Z 	0.000000	0.000000	2.660972	0.000000	2.660972	2.660972	0.000000	0.000000	0.000000	2.660972	2.660972	2.660972	0.000000	0.000000	2.660972	0.000000	2.660972	0.000000	0.000000	0.000000	0.071450	0.334094	0.298006	0.294445	0.002005	
5392000	-50.947576	82	0.000490	1	11	'Z 0 0 Z 0 0 Z Z 0 0 Z 0 Z Z 0 Z Z Z Z 0 	0.000000	2.725437	2.725437	0.000000	2.725437	2.725437	0.000000	0.000000	2.725437	2.725437	0.000000	2.725437	0.000000	0.000000	2.725437	0.000000	0.000000	0.000000	0.000000	2.725437	0.045899	0.177796	0.344221	0.234939	0.197146	
5393000	-51.209957	969	0.000490	1	12	'Z Z Z Z Z 0 0 Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	2.368421	2.368421	0.000000	2.368421	2.368421	0.000000	2.368421	0.000000	2.368421	2.368421	0.000000	0.000000	0.000000	0.000000	2.368421	0.000000	0.223615	0.366173	0.245981	0.164230	
5394000	-48.364860	764	0.000192	1	7	'0 Z 0 0 0 0 0 Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.801601	0.000000	1.801601	1.801601	1.801601	1.801601	1.801601	0.000000	1.801601	1.801601	1.801601	1.801601	0.000000	1.801601	1.801601	0.000000	0.000000	0.000000	1.801601	0.000000	0.046989	0.135465	0.578452	0.159529	0.079564	
5395000	-50.283098	119	0.000192	1	6	'Z Z 0 Z Z 0 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	1.661198	0.000000	0.000000	1.661198	1.661198	0.000000	1.661198	1.661198	0.000000	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	1.661198	0.018499	0.049231	0.113213	0.501732	0.317326	
5396000	-49.834300	454	0.000192	1	7	'0 0 Z 0 0 0 0 0 0 0 0 Z Z Z 0 Z Z Z 0 0 	1.875000	1.875000	0.000000	1.875000	1.875000	1.875000	1.875000	1.875000	1.875000	1.875000	1.875000	0.000000	0.000000	0.000000	1.875000	0.000000	0.000000	0.000000	1.875000	1.875000	0.132650	0.548105	0.143749	0.004918	0.170578	
5397000	-50.216580	218	0.000393	1	5	'0 0 Z Z 0 0 0 0 0 0 0 0 0 Z 0 0 Z Z 0 0 	1.549350	1.549350	0.000000	0.000000	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	0.000000	1.549350	1.549350	0.000000	0.000000	1.549350	1.549350	0.057784	0.309906	0.375854	0.143508	0.112948	
5398000	-47.768279	157	0.000213	1	6	'0 0 0 0 0 0 Z 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	0.000000	0.000000	0.000000	1.768559	0.000000	0.085235	0.097910	0.431365	0.346035	0.039456	
5399000	-52.159658	297	0.000213	1	8	'0 0 0 0 Z 0 Z Z 0 0 0 0 Z Z 0 Z Z 0 0 Z 	1.952748	1.952748	1.952748	1.952748	0.000000	1.952748	0.000000	0.000000	1.952748	1.952748	1.952748	1.952748	0.000000	0.000000	1.952748	0.000000	0.000000	1.952748	1.952748	0.000000	0.109804	0.035571	0.550516	0.161235	0.142873	
5400000	-48.175095	866	0.000213	1	9	'0 0 Z Z Z 0 0 Z 0 0 Z 0 Z 0 0 Z 0 Z 0 Z 	2.096273	2.096273	0.000000	0.000000	0.000000	2.096273	2.096273	0.000000	2.096273	2.096273	0.000000	2.096273	0.000000	2.096273	2.096273	0.000000	2.096273	0.000000	2.096273	0.000000	0.022940	0.238894	0.177399	0.543484	0.017283	
5401000	-50.726445	259	0.000213	1	5	'0 0 0 0 Z 0 0 0 0 0 0 Z Z 0 0 0 Z 0 0 Z 	1.616121	1.616121	1.616121	1.616121	0.000000	1.616121	1.616121	1.616121	1.616121	1.616121	1.616121	0.000000	0.000000	1.616121	1.616121	1.616121	0.000000	1.616121	1.616121	0.000000	0.125836	0.182177	0.240709	0.304604	0.146675	
5402000	-49.383110	375	0.000213	1	8	'Z Z Z Z Z 0 0 0 0 0 Z 0 Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	1.717557	1.717557	1.717557	1.717557	1.717557	0.000000	1.717557	0.000000	1.717557	1.717557	1.717557	1.717557	0.000000	1.717557	1.717557	0.000000	0.217571	0.151048	0.423910	0.207471	
5403000	-48.918782	981	0.000335	1	5	'Z 0 0 Z Z 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 0 	0.000000	1.546982	1.546982	0.000000	0.000000	1.546982	1.546982	1.546982	1.546982	1.546982	1.546982	1.546982	1.546982	1.546982	1.546982	0.000000	1.546982	0.000000	1.546982	1.546982	0.039755	0.218705	0.356040	0.195495	0.190005	
5404000	-49.806269	139	0.000335	1	6	'Z 0 0 Z 0 0 0 0 0 0 Z 0 Z 0 0 Z 0 Z 0 0 	0.000000	1.750216	1.750216	0.000000	1.750216	1.750216	1.750216	1.750216	1.750216	1.750216	0.000000	1.750216	0.000000	1.750216	1.750216	0.000000	1.750216	0.000000	1.750216	1.750216	0.030260	0.291503	0.217549	0.246706	0.213982	
5405000	-52.173604	282	0.000512	1	7	'Z Z 0 Z Z Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	1.883721	0.000000	0.000000	0.000000	1.883721	1.883721	1.883721	1.883721	0.000000	1.883721	1.883721	1.883721	1.883721	1.883721	1.883721	1.883721	1.883721	0.000000	0.036510	0.204975	0.323908	0.241288	0.193319	
5406000	-50.892427	514	0.000512	1	7	'0 Z Z Z Z 0 0 0 0 0 0 0 0 Z 0 0 0 Z 0 Z 	1.705981	0.000000	0.000000	0.000000	0.000000	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	0.000000	1.705981	1.705981	1.705981	0.000000	1.705981	0.000000	0.023234	0.238928	0.362738	0.210642	0.164458	
5407000	-50.068348	88	0.000512	1	5	'0 0 Z Z 0 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 	1.639676	1.639676	0.000000	0.000000	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	1.639676	0.000000	1.639676	0.000000	1.639676	0.000000	0.040673	0.218613	0.345696	0.256093	0.138925	
5408000	-49.297460	170	0.000419	1	7	'0 Z Z Z 0 0 0 0 0 0 0 0 0 Z 0 0 Z Z 0 Z 	1.705981	0.000000	0.000000	0.000000	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	1.705981	0.000000	1.705981	1.705981	0.000000	0.000000	1.705981	0.000000	0.012642	0.270856	0.395600	0.210166	0.110736	
5409000	-49.887352	550	0.000419	1	8	'0 0 Z 0 0 0 0 Z Z 0 0 0 Z Z 0 Z 0 Z 0 Z 	1.962209	1.962209	0.000000	1.962209	1.962209	1.962209	1.962209	0.000000	0.000000	1.962209	1.962209	1.962209	0.000000	0.000000	1.962209	0.000000	1.962209	0.000000	1.962209	0.000000	0.076447	0.221462	0.351078	0.112345	0.238668	
5410000	-51.488854	251	0.000419	1	4	'Z 0 Z 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	1.528302	0.000000	1.528302	1.528302	1.528302	0.000000	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	1.528302	0.000000	1.528302	1.528302	0.033868	0.186914	0.339891	0.235839	0.203489	
5411000	-49.506783	262	0.000419	1	5	'0 0 Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z Z 0 Z 	1.549350	1.549350	0.000000	1.549350	0.000000	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	1.549350	0.000000	0.000000	1.549350	0.000000	0.051647	0.233667	0.368899	0.262735	0.083053	
5412000	-49.804937	284	0.000419	1	8	'Z 0 Z Z Z 0 0 0 0 0 0 Z Z 0 0 0 Z Z 0 0 	0.000000	1.679104	0.000000	0.000000	0.000000	1.679104	1.679104	1.679104	1.679104	1.679104	1.679104	0.000000	0.000000	1.679104	1.679104	1.679104	0.000000	0.000000	1.679104	1.679104	0.019129	0.229078	0.323253	0.229081	0.199459	
5413000	-53.750200	584	0.000419	1	8	'0 0 Z Z 0 0 0 0 0 0 0 Z Z Z 0 0 0 Z Z Z 	2.142857	2.142857	0.000000	0.000000	2.142857	2.142857	2.142857	2.142857	2.142857	2.142857	2.142857	0.000000	0.000000	0.000000	2.142857	2.142857	2.142857	0.000000	0.000000	0.000000	0.094559	0.195891	0.554561	0.153622	0.001366	
5414000	-52.464852	94	0.000419	1	3	'0 0 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 0 0 Z 0 	1.568552	1.568552	1.568552	0.000000	1.568552	1.568552	1.568552	1.568552	1.568552	1.568552	1.568552	1.568552	1.568552	0.000000	1.568552	1.568552	1.568552	1.568552	0.000000	1.568552	0.052111	0.246745	0.374470	0.181618	0.145056	
5415000	-52.745178	427	0.000419	1	10	'Z Z Z 0 0 0 Z Z Z Z 0 0 0 Z 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	2.354651	2.354651	2.354651	0.000000	0.000000	0.000000	0.000000	2.354651	2.354651	2.354651	0.000000	2.354651	0.000000	2.354651	2.354651	2.354651	0.000000	0.030673	0.321099	0.260920	0.114722	0.272585	
5416000	-50.106099	704	0.000419	1	7	'0 0 0 Z Z Z 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z 	1.868081	1.868081	1.868081	0.000000	0.000000	0.000000	1.868081	1.868081	1.868081	1.868081	1.868081	1.868081	1.868081	1.868081	1.868081	0.000000	0.000000	0.000000	1.868081	0.000000	0.055608	0.160873	0.369728	0.255887	0.157904	
5417000	-49.610813	838	0.000419	1	6	'0 0 0 Z 0 Z 0 0 Z 0 0 0 0 0 0 Z 0 Z 0 Z 	1.857798	1.857798	1.857798	0.000000	1.857798	0.000000	1.857798	1.857798	0.000000	1.857798	1.857798	1.857798	1.857798	1.857798	1.857798	0.000000	1.857798	0.000000	1.857798	0.000000	0.050154	0.193893	0.348569	0.236446	0.170938	
5418000	-50.924069	944	0.000419	1	13	'Z Z 0 Z Z 0 Z Z 0 0 Z 0 Z Z 0 Z Z Z 0 Z 	0.000000	0.000000	2.736486	0.000000	0.000000	2.736486	0.000000	0.000000	2.736486	2.736486	0.000000	2.736486	0.000000	0.000000	2.736486	0.000000	0.000000	0.000000	2.736486	0.000000	0.366189	0.012557	0.058853	0.548834	0.013568	
5419000	-53.162959	67	0.000520	1	8	'Z 0 0 Z Z 0 0 Z 0 0 0 Z Z Z 0 0 0 Z 0 0 	0.000000	1.887232	1.887232	0.000000	0.000000	1.887232	1.887232	0.000000	1.887232	1.887232	1.887232	0.000000	0.000000	0.000000	1.887232	1.887232	1.887232	0.000000	1.887232	1.887232	0.038648	0.201454	0.309603	0.223116	0.227179	
5420000	-49.643812	804	0.000520	1	10	'Z 0 Z 0 Z 0 0 Z 0 0 0 0 Z Z 0 Z Z Z 0 Z 	0.000000	2.008929	0.000000	2.008929	0.000000	2.008929	2.008929	0.000000	2.008929	2.008929	2.008929	2.008929	0.000000	0.000000	2.008929	0.000000	0.000000	0.000000	2.008929	0.000000	0.053770	0.223018	0.354379	0.175686	0.193146	
5421000	-51.962820	602	0.000459	1	10	'Z 0 Z Z 0 0 Z Z Z 0 0 0 Z Z 0 Z 0 Z 0 0 	0.000000	2.033133	0.000000	0.000000	2.033133	2.033133	0.000000	0.000000	0.000000	2.033133	2.033133	2.033133	0.000000	0.000000	2.033133	0.000000	2.033133	0.000000	2.033133	2.033133	0.063469	0.238194	0.339171	0.149166	0.210001	
5422000	-54.269965	127	0.000459	1	6	'Z 0 0 0 0 0 Z 0 Z 0 0 Z 0 0 0 0 Z Z 0 0 	0.000000	1.742685	1.742685	1.742685	1.742685	1.742685	0.000000	1.742685	0.000000	1.742685	1.742685	0.000000	1.742685	1.742685	1.742685	1.742685	0.000000	0.000000	1.742685	1.742685	0.055429	0.202325	0.273460	0.244436	0.224350	
