Options:
Model:                           MultiState
Tree File Name:                  data/ultimate_M_done.bttrees
Data File Name:                  data/ultimate_M_done.btdata
Log File Name:                   output/ultimate_M_done-pisemp-1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3571047092
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   output/ultimate_M_done-pisemp-1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           Empirical: (0.044444,0.200000,0.333333,0.222222,0.200000)
Character Symbols:               A,B,C,D,E
Using a covarion model:          False
Normalise Q Matrix:              True
Restrictions:
    qAB                          RJ MCMC
    qAC                          RJ MCMC
    qAD                          RJ MCMC
    qAE                          RJ MCMC
    qBA                          RJ MCMC
    qBC                          RJ MCMC
    qBD                          RJ MCMC
    qBE                          RJ MCMC
    qCA                          RJ MCMC
    qCB                          RJ MCMC
    qCD                          RJ MCMC
    qCE                          RJ MCMC
    qDA                          RJ MCMC
    qDB                          RJ MCMC
    qDC                          RJ MCMC
    qDE                          RJ MCMC
    qEA                          RJ MCMC
    qEB                          RJ MCMC
    qEC                          RJ MCMC
    qED                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       45
     Sites:                      1
     States:                     5
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	qAB	qAC	qAD	qAE	qBA	qBC	qBD	qBE	qCA	qCB	qCD	qCE	qDA	qDB	qDC	qDE	qEA	qEB	qEC	qED	Root P(A)	Root P(B)	Root P(C)	Root P(D)	Root P(E)	
4259000	-48.828671	717	0.000359	1	10	'Z Z 0 Z 0 0 Z 0 0 0 0 0 Z Z 0 Z Z Z 0 Z 	0.000000	0.000000	2.047523	0.000000	2.047523	2.047523	0.000000	2.047523	2.047523	2.047523	2.047523	2.047523	0.000000	0.000000	2.047523	0.000000	0.000000	0.000000	2.047523	0.000000	0.032013	0.237604	0.389581	0.204406	0.136396	
4260000	-49.981684	933	0.000359	1	5	'0 0 Z Z 0 0 0 0 0 0 Z 0 Z 0 0 0 Z 0 0 0 	1.548165	1.548165	0.000000	0.000000	1.548165	1.548165	1.548165	1.548165	1.548165	1.548165	0.000000	1.548165	0.000000	1.548165	1.548165	1.548165	0.000000	1.548165	1.548165	1.548165	0.025931	0.223245	0.251864	0.276533	0.222426	
4261000	-48.034178	931	0.000363	1	12	'0 Z Z Z Z 0 0 0 0 0 Z Z Z Z 0 Z Z Z 0 Z 	2.616279	0.000000	0.000000	0.000000	0.000000	2.616279	2.616279	2.616279	2.616279	2.616279	0.000000	0.000000	0.000000	0.000000	2.616279	0.000000	0.000000	0.000000	2.616279	0.000000	0.053059	0.257531	0.364432	0.176379	0.148598	
4262000	-51.368128	807	0.000363	1	8	'0 Z Z 0 0 Z Z 0 0 0 0 Z Z 0 0 Z 0 0 0 Z 	2.191558	0.000000	0.000000	2.191558	2.191558	0.000000	0.000000	2.191558	2.191558	2.191558	2.191558	0.000000	0.000000	2.191558	2.191558	0.000000	2.191558	2.191558	2.191558	0.000000	0.009148	0.031352	0.407771	0.321165	0.230564	
4263000	-50.084747	960	0.000363	1	11	'Z Z Z Z Z 0 Z 0 0 0 0 0 Z Z 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	2.089783	0.000000	2.089783	2.089783	2.089783	2.089783	2.089783	0.000000	0.000000	2.089783	0.000000	2.089783	0.000000	2.089783	0.000000	0.000000	0.234019	0.405367	0.202225	0.158390	
4264000	-49.768439	80	0.000363	1	8	'Z Z Z Z 0 0 0 Z 0 0 0 0 0 0 0 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.000000	1.719015	1.719015	1.719015	0.000000	1.719015	1.719015	1.719015	1.719015	1.719015	1.719015	1.719015	1.719015	0.000000	0.000000	1.719015	0.000000	0.000000	0.243905	0.377777	0.268569	0.109749	
4265000	-50.081696	609	0.000363	1	11	'Z 0 Z 0 Z Z 0 Z 0 0 Z 0 Z Z 0 0 Z Z 0 Z 	0.000000	2.490775	0.000000	2.490775	0.000000	0.000000	2.490775	0.000000	2.490775	2.490775	0.000000	2.490775	0.000000	0.000000	2.490775	2.490775	0.000000	0.000000	2.490775	0.000000	0.031423	0.171899	0.364198	0.307313	0.125167	
4266000	-48.781240	680	0.000363	1	9	'Z 0 Z 0 Z 0 0 Z 0 0 Z 0 Z Z 0 Z 0 Z 0 0 	0.000000	2.096273	0.000000	2.096273	0.000000	2.096273	2.096273	0.000000	2.096273	2.096273	0.000000	2.096273	0.000000	0.000000	2.096273	0.000000	2.096273	0.000000	2.096273	2.096273	0.044188	0.208578	0.362297	0.185714	0.199222	
4267000	-48.285432	145	0.000363	1	8	'0 Z Z 0 Z 0 0 Z 0 0 0 0 0 0 0 Z Z Z 0 Z 	1.830922	0.000000	0.000000	1.830922	0.000000	1.830922	1.830922	0.000000	1.830922	1.830922	1.830922	1.830922	1.830922	1.830922	1.830922	0.000000	0.000000	0.000000	1.830922	0.000000	0.037821	0.203173	0.368033	0.242204	0.148770	
4268000	-48.105819	92	0.000363	1	10	'Z Z 0 0 Z Z 0 0 0 0 0 0 Z Z 0 Z Z Z 0 Z 	0.000000	0.000000	2.145127	2.145127	0.000000	0.000000	2.145127	2.145127	2.145127	2.145127	2.145127	2.145127	0.000000	0.000000	2.145127	0.000000	0.000000	0.000000	2.145127	0.000000	0.053760	0.171215	0.403333	0.192722	0.178970	
4269000	-50.330270	428	0.000363	1	9	'Z 0 Z Z Z 0 0 Z 0 0 0 0 Z Z 0 Z 0 0 0 Z 	0.000000	1.859504	0.000000	0.000000	0.000000	1.859504	1.859504	0.000000	1.859504	1.859504	1.859504	1.859504	0.000000	0.000000	1.859504	0.000000	1.859504	1.859504	1.859504	0.000000	0.025337	0.148805	0.382168	0.106400	0.337290	
4270000	-51.673759	814	0.000452	1	10	'0 Z Z 0 Z 0 0 0 0 0 Z 0 Z Z 0 Z Z Z 0 Z 	2.184466	0.000000	0.000000	2.184466	0.000000	2.184466	2.184466	2.184466	2.184466	2.184466	0.000000	2.184466	0.000000	0.000000	2.184466	0.000000	0.000000	0.000000	2.184466	0.000000	0.044335	0.259831	0.285387	0.348795	0.061652	
4271000	-49.692149	384	0.000318	1	10	'Z 0 Z Z 0 0 Z Z 0 0 0 0 Z Z 0 Z 0 Z 0 Z 	0.000000	2.163462	0.000000	0.000000	2.163462	2.163462	0.000000	0.000000	2.163462	2.163462	2.163462	2.163462	0.000000	0.000000	2.163462	0.000000	2.163462	0.000000	2.163462	0.000000	0.030778	0.160093	0.405452	0.201789	0.201888	
4272000	-49.523520	171	0.000318	1	8	'Z Z Z 0 Z 0 0 Z 0 0 0 Z 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	1.908577	0.000000	1.908577	1.908577	0.000000	1.908577	1.908577	1.908577	0.000000	1.908577	0.000000	1.908577	1.908577	1.908577	0.000000	1.908577	1.908577	0.010240	0.193222	0.301812	0.236991	0.257735	
4273000	-49.312782	756	0.000318	1	8	'0 0 Z Z Z 0 0 0 0 0 0 Z Z Z 0 0 Z Z 0 0 	1.785714	1.785714	0.000000	0.000000	0.000000	1.785714	1.785714	1.785714	1.785714	1.785714	1.785714	0.000000	0.000000	0.000000	1.785714	1.785714	0.000000	0.000000	1.785714	1.785714	0.068353	0.266105	0.347933	0.149872	0.167737	
4274000	-47.790460	257	0.000318	1	7	'0 0 0 0 Z 0 Z 0 0 0 0 Z 0 0 0 Z Z Z 0 Z 	2.000988	2.000988	2.000988	2.000988	0.000000	2.000988	0.000000	2.000988	2.000988	2.000988	2.000988	0.000000	2.000988	2.000988	2.000988	0.000000	0.000000	0.000000	2.000988	0.000000	0.065011	0.190175	0.291216	0.244635	0.208963	
4275000	-48.821112	571	0.000318	1	5	'0 Z 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 0 Z 0 Z 	1.653061	0.000000	1.653061	0.000000	1.653061	1.653061	0.000000	1.653061	1.653061	1.653061	1.653061	1.653061	1.653061	1.653061	1.653061	1.653061	1.653061	0.000000	1.653061	0.000000	0.028292	0.132672	0.402639	0.330841	0.105556	
4276000	-49.562719	451	0.000318	1	6	'Z Z 0 0 0 Z 0 Z 0 0 0 0 0 Z 0 0 0 Z 0 0 	0.000000	0.000000	1.842584	1.842584	1.842584	0.000000	1.842584	0.000000	1.842584	1.842584	1.842584	1.842584	1.842584	0.000000	1.842584	1.842584	1.842584	0.000000	1.842584	1.842584	0.022831	0.046278	0.430735	0.247236	0.252921	
4277000	-48.395533	453	0.000318	1	8	'0 0 Z Z 0 0 0 0 0 0 0 Z 0 Z 0 Z Z Z 0 Z 	2.041331	2.041331	0.000000	0.000000	2.041331	2.041331	2.041331	2.041331	2.041331	2.041331	2.041331	0.000000	2.041331	0.000000	2.041331	0.000000	0.000000	0.000000	2.041331	0.000000	0.034958	0.379875	0.214981	0.039096	0.331089	
4278000	-49.214570	627	0.000318	1	7	'Z 0 0 0 Z 0 0 0 0 0 0 Z Z Z 0 0 Z 0 0 Z 	0.000000	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	0.000000	0.000000	1.768559	1.768559	0.000000	1.768559	1.768559	0.000000	0.061088	0.225371	0.297873	0.185232	0.230437	
4279000	-50.215397	767	0.000318	1	7	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 0 0 Z Z Z 0 0 	0.000000	1.977539	1.977539	0.000000	1.977539	1.977539	1.977539	1.977539	1.977539	1.977539	0.000000	0.000000	1.977539	1.977539	1.977539	0.000000	0.000000	0.000000	1.977539	1.977539	0.022003	0.284665	0.108519	0.234167	0.350646	
4280000	-53.950921	573	0.000318	1	5	'0 0 0 0 0 Z 0 0 0 0 0 0 Z 0 0 0 Z Z Z 0 	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	1.768559	0.000000	0.000000	0.000000	1.768559	0.081310	0.068944	0.548964	0.283512	0.017271	
4281000	-49.110034	122	0.000318	1	7	'Z 0 0 Z Z 0 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	1.779438	1.779438	0.000000	0.000000	1.779438	1.779438	0.000000	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	0.000000	1.779438	0.000000	1.779438	0.000000	0.049424	0.154225	0.417397	0.210738	0.168217	
4282000	-48.423635	838	0.000318	1	7	'Z Z 0 Z 0 0 Z 0 0 0 0 Z 0 0 0 0 Z Z 0 0 	0.000000	0.000000	1.770105	0.000000	1.770105	1.770105	0.000000	1.770105	1.770105	1.770105	1.770105	0.000000	1.770105	1.770105	1.770105	1.770105	0.000000	0.000000	1.770105	1.770105	0.013914	0.194825	0.252508	0.287641	0.251111	
4283000	-49.099932	537	0.000318	1	8	'Z Z Z Z 0 0 0 0 0 0 0 Z Z 0 0 0 Z Z 0 0 	0.000000	0.000000	0.000000	0.000000	1.695980	1.695980	1.695980	1.695980	1.695980	1.695980	1.695980	0.000000	0.000000	1.695980	1.695980	1.695980	0.000000	0.000000	1.695980	1.695980	0.000000	0.327009	0.226425	0.275951	0.170615	
4284000	-49.717891	705	0.000318	1	6	'Z Z Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 Z Z 0 0 	0.000000	0.000000	0.000000	1.574650	1.574650	1.574650	1.574650	0.000000	1.574650	1.574650	1.574650	1.574650	1.574650	1.574650	1.574650	1.574650	0.000000	0.000000	1.574650	1.574650	0.023375	0.175916	0.374258	0.252663	0.173788	
4285000	-47.984446	945	0.000318	1	6	'Z 0 0 0 0 0 0 0 0 0 0 Z 0 0 0 Z Z Z 0 Z 	0.000000	1.837568	1.837568	1.837568	1.837568	1.837568	1.837568	1.837568	1.837568	1.837568	1.837568	0.000000	1.837568	1.837568	1.837568	0.000000	0.000000	0.000000	1.837568	0.000000	0.052018	0.292479	0.283397	0.202505	0.169600	
4286000	-50.449912	268	0.000461	1	6	'0 0 Z 0 0 0 0 Z 0 0 0 0 0 Z 0 Z Z Z 0 0 	1.754766	1.754766	0.000000	1.754766	1.754766	1.754766	1.754766	0.000000	1.754766	1.754766	1.754766	1.754766	1.754766	0.000000	1.754766	0.000000	0.000000	0.000000	1.754766	1.754766	0.060087	0.235708	0.363265	0.156559	0.184381	
4287000	-49.778030	955	0.000461	1	11	'0 Z Z 0 Z 0 Z Z 0 0 0 0 Z Z 0 Z Z Z 0 Z 	2.235099	0.000000	0.000000	2.235099	0.000000	2.235099	0.000000	0.000000	2.235099	2.235099	2.235099	2.235099	0.000000	0.000000	2.235099	0.000000	0.000000	0.000000	2.235099	0.000000	0.037229	0.171810	0.369301	0.232656	0.189003	
4288000	-49.350064	446	0.000461	1	9	'Z Z Z 0 0 0 0 0 0 0 0 Z Z Z 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	2.109375	2.109375	2.109375	2.109375	2.109375	2.109375	2.109375	2.109375	0.000000	0.000000	0.000000	2.109375	0.000000	2.109375	0.000000	2.109375	0.000000	0.020627	0.265919	0.302423	0.087576	0.323454	
4289000	-52.130720	908	0.000461	1	6	'Z 0 0 Z Z 0 Z 0 0 0 0 0 0 0 0 Z 0 0 Z 0 	0.000000	1.738197	1.738197	0.000000	0.000000	1.738197	0.000000	1.738197	1.738197	1.738197	1.738197	1.738197	1.738197	1.738197	1.738197	0.000000	1.738197	1.738197	0.000000	1.738197	0.050109	0.169584	0.344956	0.246295	0.189057	
4290000	-50.417999	931	0.000461	1	6	'0 0 0 0 0 0 0 0 0 0 Z Z 0 0 0 Z Z Z Z 0 	2.189189	2.189189	2.189189	2.189189	2.189189	2.189189	2.189189	2.189189	2.189189	2.189189	0.000000	0.000000	2.189189	2.189189	2.189189	0.000000	0.000000	0.000000	0.000000	2.189189	0.050499	0.231663	0.237213	0.197185	0.283440	
4291000	-48.022367	142	0.000381	1	7	'0 0 0 0 Z 0 0 Z 0 0 0 Z 0 Z 0 0 Z Z 0 Z 	1.983350	1.983350	1.983350	1.983350	0.000000	1.983350	1.983350	0.000000	1.983350	1.983350	1.983350	0.000000	1.983350	0.000000	1.983350	1.983350	0.000000	0.000000	1.983350	0.000000	0.047166	0.198129	0.324269	0.229620	0.200815	
4292000	-52.819357	400	0.000599	1	10	'0 0 Z Z 0 0 Z Z Z 0 0 0 0 Z 0 Z Z Z Z 0 	2.298524	2.298524	0.000000	0.000000	2.298524	2.298524	0.000000	0.000000	0.000000	2.298524	2.298524	2.298524	2.298524	0.000000	2.298524	0.000000	0.000000	0.000000	0.000000	2.298524	0.049862	0.226494	0.338105	0.222399	0.163139	
4293000	-53.716023	194	0.000518	1	5	'0 0 Z 0 0 Z 0 0 Z 0 Z 0 0 0 0 Z 0 0 0 0 	1.825969	1.825969	0.000000	1.825969	1.825969	0.000000	1.825969	1.825969	0.000000	1.825969	0.000000	1.825969	1.825969	1.825969	1.825969	0.000000	1.825969	1.825969	1.825969	1.825969	0.044252	0.212317	0.317613	0.224220	0.201598	
4294000	-49.317655	14	0.000343	1	6	'0 0 Z 0 Z 0 0 0 0 0 0 Z 0 0 0 Z Z 0 0 Z 	1.741187	1.741187	0.000000	1.741187	0.000000	1.741187	1.741187	1.741187	1.741187	1.741187	1.741187	0.000000	1.741187	1.741187	1.741187	0.000000	0.000000	1.741187	1.741187	0.000000	0.061324	0.230872	0.250861	0.174677	0.282266	
4295000	-48.709936	298	0.000343	1	4	'0 0 0 0 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	0.000000	1.711750	0.000000	1.711750	0.000000	1.711750	0.000000	0.051009	0.260448	0.379204	0.159777	0.149561	
4296000	-52.018745	450	0.000343	1	4	'0 0 0 0 0 0 0 Z 0 0 0 0 0 Z 0 Z 0 0 Z 0 	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	1.779438	0.000000	1.779438	1.779438	1.779438	1.779438	1.779438	0.000000	1.779438	0.000000	1.779438	1.779438	0.000000	1.779438	0.056385	0.215966	0.444769	0.110055	0.172825	
4297000	-50.896914	318	0.000343	1	3	'0 0 0 0 Z 0 0 Z 0 0 0 0 0 Z 0 0 0 0 0 0 	1.505576	1.505576	1.505576	1.505576	0.000000	1.505576	1.505576	0.000000	1.505576	1.505576	1.505576	1.505576	1.505576	0.000000	1.505576	1.505576	1.505576	1.505576	1.505576	1.505576	0.051092	0.165067	0.349976	0.211368	0.222497	
4298000	-50.205542	314	0.000343	1	5	'Z 0 0 0 Z 0 0 Z 0 0 Z 0 0 0 0 0 0 Z 0 0 	0.000000	1.707420	1.707420	1.707420	0.000000	1.707420	1.707420	0.000000	1.707420	1.707420	0.000000	1.707420	1.707420	1.707420	1.707420	1.707420	1.707420	0.000000	1.707420	1.707420	0.055736	0.169329	0.250955	0.294129	0.229850	
4299000	-52.489417	205	0.000343	1	5	'0 Z Z 0 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 0 0 0 	1.732250	0.000000	0.000000	1.732250	1.732250	0.000000	1.732250	1.732250	1.732250	1.732250	1.732250	1.732250	1.732250	0.000000	1.732250	0.000000	1.732250	1.732250	1.732250	1.732250	0.025608	0.153402	0.407930	0.164771	0.248288	
4300000	-52.845768	19	0.000343	1	4	'0 0 0 0 Z 0 0 0 0 0 0 Z Z 0 0 0 0 0 Z 0 	1.651713	1.651713	1.651713	1.651713	0.000000	1.651713	1.651713	1.651713	1.651713	1.651713	1.651713	0.000000	0.000000	1.651713	1.651713	1.651713	1.651713	1.651713	0.000000	1.651713	0.057191	0.216315	0.300542	0.235631	0.190321	
4301000	-50.698916	227	0.000343	1	10	'0 Z Z Z Z 0 0 0 0 0 Z Z Z Z 0 0 Z Z 0 0 	2.122642	0.000000	0.000000	0.000000	0.000000	2.122642	2.122642	2.122642	2.122642	2.122642	0.000000	0.000000	0.000000	0.000000	2.122642	2.122642	0.000000	0.000000	2.122642	2.122642	0.026263	0.398563	0.140841	0.233339	0.200994	
4302000	-52.347458	831	0.000343	1	9	'Z 0 Z Z 0 0 Z 0 0 0 Z Z Z 0 0 0 Z 0 Z 0 	0.000000	2.177419	0.000000	0.000000	2.177419	2.177419	0.000000	2.177419	2.177419	2.177419	0.000000	0.000000	0.000000	2.177419	2.177419	2.177419	0.000000	2.177419	0.000000	2.177419	0.000743	0.148422	0.031309	0.286292	0.533235	
4303000	-48.838599	254	0.000343	1	6	'Z 0 Z Z 0 0 0 0 0 0 0 0 Z 0 0 Z 0 0 0 Z 	0.000000	1.584507	0.000000	0.000000	1.584507	1.584507	1.584507	1.584507	1.584507	1.584507	1.584507	1.584507	0.000000	1.584507	1.584507	0.000000	1.584507	1.584507	1.584507	0.000000	0.017037	0.226204	0.358136	0.190698	0.207925	
4304000	-49.253383	638	0.000343	1	8	'0 0 Z Z Z Z 0 0 0 0 Z 0 Z 0 0 Z 0 0 0 Z 	2.039275	2.039275	0.000000	0.000000	0.000000	0.000000	2.039275	2.039275	2.039275	2.039275	0.000000	2.039275	0.000000	2.039275	2.039275	0.000000	2.039275	2.039275	2.039275	0.000000	0.040433	0.212249	0.273616	0.307235	0.166467	
4305000	-50.806494	880	0.000343	1	9	'0 0 Z Z 0 0 Z 0 0 0 0 Z Z Z 0 Z Z Z 0 0 	2.083333	2.083333	0.000000	0.000000	2.083333	2.083333	0.000000	2.083333	2.083333	2.083333	2.083333	0.000000	0.000000	0.000000	2.083333	0.000000	0.000000	0.000000	2.083333	2.083333	0.053671	0.400691	0.269077	0.050722	0.225840	
4306000	-50.902363	235	0.000343	1	8	'Z Z Z Z Z 0 Z 0 0 0 0 0 0 0 0 0 Z 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	1.643669	0.000000	1.643669	1.643669	1.643669	1.643669	1.643669	1.643669	1.643669	1.643669	1.643669	0.000000	1.643669	1.643669	0.000000	0.000000	0.116326	0.413246	0.363880	0.106547	
4307000	-49.967344	861	0.000343	1	10	'Z Z 0 0 Z 0 Z Z 0 0 0 Z Z Z 0 0 0 Z 0 Z 	0.000000	0.000000	2.298524	2.298524	0.000000	2.298524	0.000000	0.000000	2.298524	2.298524	2.298524	0.000000	0.000000	0.000000	2.298524	2.298524	2.298524	0.000000	2.298524	0.000000	0.075494	0.084129	0.289087	0.281533	0.269757	
4308000	-52.136810	813	0.000343	1	8	'Z 0 Z 0 0 0 Z 0 Z 0 0 Z 0 Z 0 0 Z Z 0 0 	0.000000	1.924905	0.000000	1.924905	1.924905	1.924905	0.000000	1.924905	0.000000	1.924905	1.924905	0.000000	1.924905	0.000000	1.924905	1.924905	0.000000	0.000000	1.924905	1.924905	0.056833	0.242204	0.296756	0.215864	0.188344	
4309000	-47.683815	360	0.000343	1	8	'0 Z Z 0 Z 0 0 0 0 0 0 Z Z 0 0 Z 0 Z 0 Z 	1.928571	0.000000	0.000000	1.928571	0.000000	1.928571	1.928571	1.928571	1.928571	1.928571	1.928571	0.000000	0.000000	1.928571	1.928571	0.000000	1.928571	0.000000	1.928571	0.000000	0.034115	0.318431	0.251853	0.141727	0.253874	
4310000	-47.699959	350	0.000343	1	9	'Z 0 Z Z Z 0 0 0 0 0 0 Z 0 0 0 Z Z Z 0 Z 	0.000000	1.935946	0.000000	0.000000	0.000000	1.935946	1.935946	1.935946	1.935946	1.935946	1.935946	0.000000	1.935946	1.935946	1.935946	0.000000	0.000000	0.000000	1.935946	0.000000	0.011224	0.267945	0.274157	0.187393	0.259282	
4311000	-48.796077	905	0.000343	1	12	'Z 0 Z Z Z Z 0 Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 	0.000000	2.793103	0.000000	0.000000	0.000000	0.000000	2.793103	0.000000	2.793103	2.793103	0.000000	2.793103	2.793103	0.000000	2.793103	0.000000	0.000000	0.000000	2.793103	0.000000	0.034747	0.153753	0.350089	0.324590	0.136820	
4312000	-51.221311	861	0.000343	1	6	'0 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 0 0 0 Z 0 Z 	1.950867	1.950867	0.000000	1.950867	1.950867	0.000000	1.950867	1.950867	1.950867	1.950867	0.000000	1.950867	0.000000	1.950867	1.950867	1.950867	1.950867	0.000000	1.950867	0.000000	0.036473	0.316131	0.264346	0.312577	0.070472	
4313000	-52.245212	565	0.000343	1	10	'Z Z 0 Z 0 0 Z 0 Z 0 0 0 Z Z 0 Z Z 0 0 Z 	0.000000	0.000000	1.947115	0.000000	1.947115	1.947115	0.000000	1.947115	0.000000	1.947115	1.947115	1.947115	0.000000	0.000000	1.947115	0.000000	0.000000	1.947115	1.947115	0.000000	0.072847	0.312829	0.306479	0.116297	0.191547	
4314000	-48.985897	977	0.000343	1	7	'Z Z 0 Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	0.000000	0.000000	1.812892	0.000000	1.812892	1.812892	1.812892	1.812892	1.812892	1.812892	1.812892	1.812892	1.812892	0.000000	1.812892	0.000000	1.812892	0.000000	1.812892	0.000000	0.003445	0.287646	0.408114	0.140334	0.160461	
4315000	-47.915575	986	0.000343	1	8	'Z 0 Z Z Z 0 0 Z 0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.000000	1.811270	0.000000	0.000000	0.000000	1.811270	1.811270	0.000000	1.811270	1.811270	1.811270	1.811270	1.811270	1.811270	1.811270	0.000000	1.811270	0.000000	1.811270	0.000000	0.022185	0.181168	0.404992	0.215087	0.176569	
4316000	-50.451967	879	0.000343	1	7	'Z 0 Z Z Z Z 0 0 0 0 0 0 Z 0 0 0 0 Z 0 0 	0.000000	1.654412	0.000000	0.000000	0.000000	0.000000	1.654412	1.654412	1.654412	1.654412	1.654412	1.654412	0.000000	1.654412	1.654412	1.654412	1.654412	0.000000	1.654412	1.654412	0.023198	0.103187	0.384018	0.225203	0.264394	
4317000	-47.537309	142	0.000343	1	9	'Z Z 0 Z Z 0 0 Z 0 0 0 0 0 Z 0 Z 0 Z 0 Z 	0.000000	0.000000	1.989194	0.000000	0.000000	1.989194	1.989194	0.000000	1.989194	1.989194	1.989194	1.989194	1.989194	0.000000	1.989194	0.000000	1.989194	0.000000	1.989194	0.000000	0.010408	0.213534	0.379094	0.185480	0.211483	
4318000	-48.509860	626	0.000343	1	11	'Z Z Z 0 Z 0 Z 0 0 0 0 Z Z Z 0 Z 0 Z 0 Z 	0.000000	0.000000	0.000000	2.376761	0.000000	2.376761	0.000000	2.376761	2.376761	2.376761	2.376761	0.000000	0.000000	0.000000	2.376761	0.000000	2.376761	0.000000	2.376761	0.000000	0.005792	0.306833	0.319514	0.096131	0.271730	
4319000	-51.125516	639	0.000343	1	8	'Z Z 0 Z 0 0 Z 0 0 0 0 Z 0 Z 0 Z 0 Z 0 0 	0.000000	0.000000	2.062118	0.000000	2.062118	2.062118	0.000000	2.062118	2.062118	2.062118	2.062118	0.000000	2.062118	0.000000	2.062118	0.000000	2.062118	0.000000	2.062118	2.062118	0.002536	0.392603	0.280775	0.068103	0.255983	
4320000	-50.121236	59	0.000343	1	6	'Z 0 Z 0 0 0 Z 0 0 0 0 0 0 Z 0 Z 0 Z 0 0 	0.000000	1.768559	0.000000	1.768559	1.768559	1.768559	0.000000	1.768559	1.768559	1.768559	1.768559	1.768559	1.768559	0.000000	1.768559	0.000000	1.768559	0.000000	1.768559	1.768559	0.038516	0.251399	0.372907	0.150483	0.186696	
4321000	-49.463532	543	0.000278	1	6	'Z 0 Z 0 0 0 0 0 0 0 0 Z 0 Z 0 Z 0 Z 0 0 	0.000000	1.840909	0.000000	1.840909	1.840909	1.840909	1.840909	1.840909	1.840909	1.840909	1.840909	0.000000	1.840909	0.000000	1.840909	0.000000	1.840909	0.000000	1.840909	1.840909	0.042701	0.430427	0.177080	0.028648	0.321144	
4322000	-50.205223	485	0.000278	1	5	'Z 0 0 0 0 0 0 0 0 0 Z 0 Z 0 0 0 Z 0 0 Z 	0.000000	1.635703	1.635703	1.635703	1.635703	1.635703	1.635703	1.635703	1.635703	1.635703	0.000000	1.635703	0.000000	1.635703	1.635703	1.635703	0.000000	1.635703	1.635703	0.000000	0.066845	0.298403	0.103581	0.488826	0.042345	
4323000	-50.395944	795	0.000278	1	5	'Z 0 0 Z 0 Z 0 0 0 0 0 0 0 Z 0 0 0 0 0 Z 	0.000000	1.711750	1.711750	0.000000	1.711750	0.000000	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	1.711750	0.000000	1.711750	1.711750	1.711750	1.711750	1.711750	0.000000	0.040568	0.121788	0.398633	0.252600	0.186412	
4324000	-49.711739	184	0.000213	1	4	'0 Z Z Z 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Z 	1.471657	0.000000	0.000000	0.000000	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	1.471657	0.000000	0.000440	0.147472	0.369010	0.437611	0.045467	
4325000	-48.935103	142	0.000213	1	6	'Z 0 Z 0 Z 0 0 Z 0 0 0 0 0 0 0 Z 0 0 0 Z 	0.000000	1.663928	0.000000	1.663928	0.000000	1.663928	1.663928	0.000000	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	1.663928	0.000000	1.663928	1.663928	1.663928	0.000000	0.041045	0.090103	0.449410	0.234756	0.184686	
